Order_ID,Order_Date,Order_DateTime,Customer_ID,Restaurant_ID,City,Zone,Qty,Subtotal,Discount,Delivery_Fee,Order_Value,Payment_Method,Order_Channel,Order_Status,Delivery_Partner,Rider_ID,Distance_KM,Promised_Minutes,Delivery_Minutes,On_Time_Delivery,Customer_Rating,Cancellation_Reason
ORD01429,2026-02-20,2026-02-20 01:45:00,C0330,Restaurant_13,Mohali,Phase 5,5,900,30.0,20,890,Wallet,Website,Delivered,In-house Rider,RD013,1.5,40,17.0,True,1.0,
ORD00049,2026-05-21,2026-05-21 02:23:00,C0402,Restaurant_10,Panchkula,Sector 8,3,540,0.0,30,570,Credit Card,Restaurant App,Delivered,In-house Rider,RD042,7.8,50,34.0,True,4.0,
ORD02450,2026-04-14,2026-04-14 00:57:00,C0722,Restaurant_18,Chandigarh,Manimajra,4,720,0.0,30,750,Credit Card,Restaurant App,Delivered,In-house Rider,RD013,4.7,45,31.0,True,5.0,
ORD03388,2026-05-15,2026-05-15 09:26:00,C0336,Restaurant_21,Chandigarh,Sector 22,5,600,30.0,60,630,Wallet,Website,Delivered,In-house Rider,RD029,6.3,30,25.0,True,5.0,
ORD02649,2026-01-23,2026-01-23 20:18:00,C0050,Restaurant_07,Mohali,Phase 5,3,660,50.0,20,630,Credit Card,Restaurant App,Cancelled,Not Assigned,Not Assigned,6.6,40,,,,Address Issue
ORD01483,2026-03-25,2026-03-25 09:29:00,C1173,Restaurant_04,Chandigarh,Sector 35,2,560,0.0,50,610,Cash,Restaurant App,Delivered,In-house Rider,RD140,3.2,30,22.0,True,5.0,
ORD02353,2026-03-12,2026-03-12 07:30:00,C1132,Restaurant_16,Mohali,Phase 7,5,1250,75.0,20,1195,UPI,Website,Delivered,In-house Rider,RD088,3.6,45,39.0,True,4.0,
ORD01696,2026-06-27,2026-06-27 11:51:00,C0049,Restaurant_09,Mohali,Phase 3B2,4,1000,100.0,20,920,Debit Card,Website,Delivered,In-house Rider,RD081,6.2,30,114.0,False,5.0,
ORD03192,2026-02-04,2026-02-04 19:37:00,C0910,Restaurant_25,Panchkula,Sector 11,3,960,100.0,20,880,Credit Card,Restaurant App,Delivered,In-house Rider,RD003,2.8,45,26.0,True,4.0,
ORD03083,2026-02-13,2026-02-13 17:57:00,C0828,Restaurant_09,Panchkula,Sector 8,4,600,0.0,30,630,Cash,Restaurant App,Delivered,In-house Rider,RD101,1.4,45,22.0,True,5.0,
ORD03522,2026-01-26,2026-01-26 13:49:00,C1172,Restaurant_09,Chandigarh,Sector 22,2,300,100.0,20,220,Wallet,Restaurant App,Delivered,In-house Rider,RD079,6.6,35,29.0,True,4.0,
ORD02069,2026-01-12,2026-01-12 06:01:00,C0735,Restaurant_03,Panchkula,Sector 5,4,1280,20.0,40,1300,Wallet,Restaurant App,Delivered,Ola Logistics,RD080,5.0,35,25.0,True,5.0,
ORD03695,2026-01-30,2026-01-30 18:51:00,C0231,Restaurant_25,Chandigarh,Sector 17,1,350,75.0,40,315,Credit Card,Restaurant App,Delivered,In-house Rider,RD091,3.2,45,17.0,True,5.0,
ORD01950,2026-06-05,2026-06-05 19:19:00,C1130,Restaurant_03,Panchkula,Sector 5,2,700,0.0,40,740,Credit Card,Restaurant App,Delivered,Shadowfax,RD048,3.6,45,20.0,True,4.0,
ORD01193,2026-02-15,2026-02-15 23:45:00,C0990,Restaurant_25,Chandigarh,Manimajra,3,360,0.0,30,390,Cash,Restaurant App,Failed,Not Assigned,Not Assigned,3.6,30,,,,Rider Unavailable
ORD03617,2026-02-07,2026-02-07 01:38:00,C0507,Restaurant_08,Mohali,Phase 3B2,1,150,0.0,30,180,Wallet,Website,Delivered,In-house Rider,RD054,6.6,30,30.0,True,4.0,
ORD03054,2026-03-24,2026-03-24 20:00:00,C0822,Restaurant_13,Mohali,Phase 3B2,2,800,50.0,60,810,Credit Card,Restaurant App,Delivered,In-house Rider,RD068,1.1,50,17.0,True,3.0,
ORD02681,2026-05-21,2026-05-21 14:20:00,C1115,Restaurant_01,Chandigarh,Manimajra,3,360,0.0,25,385,Wallet,Restaurant App,Delivered,In-house Rider,RD042,2.2,40,20.0,True,5.0,
ORD02533,2026-03-31,2026-03-31 14:05:00,C1101,Restaurant_14,Panchkula,Sector 15,1,150,0.0,50,200,Debit Card,Website,Delivered,Ola Logistics,RD027,3.9,30,42.0,False,5.0,
ORD00291,2026-06-28,2026-06-28 07:40:00,C0964,Restaurant_07,Panchkula,Sector 11,2,700,0.0,30,730,Wallet,Website,Cancelled,Not Assigned,Not Assigned,7.7,30,,,,Rider Unavailable
ORD00941,2026-05-14,2026-05-14 07:15:00,C0777,Restaurant_22,Mohali,Phase 3B2,2,560,0.0,25,585,Cash,Restaurant App,Delivered,Shadowfax,RD032,1.3,50,14.0,True,5.0,
ORD02527,2026-06-05,2026-06-05 21:07:00,C0926,Restaurant_08,Panchkula,Sector 8,1,180,100.0,25,105,Credit Card,Restaurant App,Delivered,In-house Rider,RD066,4.2,30,15.0,True,4.0,
ORD02382,2026-03-05,2026-03-05 08:13:00,C0951,Restaurant_02,Chandigarh,Sector 35,3,360,30.0,50,380,Wallet,Restaurant App,Delivered,In-house Rider,RD072,8.4,50,40.0,True,4.0,
ORD01857,2026-01-04,2026-01-04 02:29:00,C1102,Restaurant_07,Chandigarh,Sector 35,1,180,75.0,50,155,Cash,Website,Delivered,Ola Logistics,RD109,7.1,40,35.0,True,5.0,
ORD01808,2026-04-01,2026-04-01 02:35:00,C1194,Restaurant_02,Panchkula,Sector 11,2,440,20.0,30,450,UPI,Website,Delivered,Ola Logistics,RD147,4.2,30,36.0,False,5.0,
ORD03448,2026-05-11,2026-05-11 20:13:00,C0012,Restaurant_04,Panchkula,Sector 15,1,220,50.0,50,220,Credit Card,Restaurant App,Failed,Not Assigned,Not Assigned,4.4,35,,,,Rider Unavailable
ORD01776,2026-03-15,2026-03-15 08:43:00,C0668,Restaurant_19,Panchkula,Sector 15,5,1400,0.0,20,1420,Wallet,Restaurant App,Failed,Not Assigned,Not Assigned,3.0,45,,,,Payment Failed
ORD02674,2026-05-21,2026-05-21 22:12:00,C0671,Restaurant_10,Chandigarh,Sector 17,2,800,50.0,25,775,Cash,Restaurant App,Delivered,In-house Rider,RD071,10.3,50,38.0,True,5.0,
ORD01276,2026-06-24,2026-06-24 20:30:00,C0306,Restaurant_17,Panchkula,Sector 8,3,960,0.0,50,1010,Cash,Website,Cancelled,Not Assigned,Not Assigned,7.5,30,,,,Payment Failed
ORD00739,2026-04-22,2026-04-22 17:01:00,C1173,Restaurant_22,Chandigarh,Sector 34,2,240,100.0,25,165,UPI,Website,Delivered,In-house Rider,RD135,9.8,30,48.0,False,4.0,
ORD02734,2026-01-01,2026-01-01 11:53:00,C0683,Restaurant_09,Chandigarh,Manimajra,1,280,20.0,40,300,UPI,Website,Delivered,Shadowfax,RD047,4.1,50,36.0,True,4.0,
ORD03758,2026-05-26,2026-05-26 04:04:00,C0105,Restaurant_13,Panchkula,Sector 8,1,120,75.0,40,85,Wallet,Website,Delivered,Shadowfax,RD019,3.4,45,19.0,True,5.0,
ORD02652,2026-04-01,2026-04-01 16:01:00,C0863,Restaurant_22,Panchkula,Sector 15,3,840,0.0,25,865,UPI,Website,Delivered,In-house Rider,RD109,1.4,35,18.0,True,4.0,
ORD00992,2026-02-07,2026-02-07 17:07:00,C0689,Restaurant_14,Chandigarh,Sector 35,1,250,30.0,40,260,UPI,Restaurant App,Delivered,In-house Rider,RD112,7.0,50,38.0,True,3.0,
ORD00003,2026-05-01,2026-05-01 01:49:00,C1103,Restaurant_21,Panchkula,Sector 11,4,880,50.0,20,850,Wallet,Website,Cancelled,Not Assigned,Not Assigned,3.2,50,,,,Payment Failed
ORD01844,2026-03-19,2026-03-19 03:13:00,C0616,Restaurant_21,Chandigarh,Sector 34,1,180,0.0,25,205,Credit Card,Restaurant App,Delivered,Ola Logistics,RD083,2.7,45,22.0,True,4.0,
ORD01177,2026-06-27,2026-06-27 17:56:00,C0026,Restaurant_07,Chandigarh,Sector 22,5,1750,20.0,30,1760,Cash,Restaurant App,Cancelled,Not Assigned,Not Assigned,2.1,30,,,,Address Issue
ORD01318,2026-04-22,2026-04-22 11:56:00,C0808,Restaurant_04,Mohali,Sector 68,3,540,0.0,25,565,Debit Card,Website,Delivered,Ola Logistics,RD074,6.5,30,29.0,True,5.0,
ORD03147,2026-06-06,2026-06-06 01:25:00,C0038,Restaurant_08,Mohali,Sector 68,3,840,100.0,20,760,Debit Card,Website,Delivered,Shadowfax,RD091,8.9,50,46.0,True,5.0,
ORD00048,2026-03-01,2026-03-01 01:10:00,C0855,Restaurant_24,Mohali,Sector 68,4,1000,20.0,30,1010,UPI,Website,Cancelled,Not Assigned,Not Assigned,1.4,50,,,,Restaurant Delay
ORD00606,2026-03-10,2026-03-10 15:06:00,C0922,Restaurant_04,Mohali,Sector 68,2,640,20.0,50,670,Debit Card,Restaurant App,Delivered,In-house Rider,RD098,6.0,45,26.0,True,,
ORD02865,2026-01-29,2026-01-29 22:02:00,C0611,Restaurant_04,Chandigarh,Sector 22,1,220,0.0,50,270,Credit Card,Website,Delivered,Shiprocket,RD127,5.3,50,27.0,True,4.0,
ORD03819,2026-04-23,2026-04-23 02:20:00,C0313,Restaurant_09,Mohali,Phase 3B2,5,1400,30.0,50,1420,Debit Card,Website,Delivered,Ola Logistics,RD050,4.6,35,31.0,True,2.0,
ORD03648,2026-05-26,2026-05-26 02:35:00,C1046,Restaurant_21,Mohali,Sector 68,1,220,75.0,60,205,Wallet,Restaurant App,Delivered,Shiprocket,RD118,10.0,50,38.0,True,4.0,
ORD03530,2026-03-19,2026-03-19 08:59:00,C0079,Restaurant_02,Chandigarh,Sector 34,5,1400,0.0,20,1420,Debit Card,Website,Cancelled,Not Assigned,Not Assigned,2.6,50,,,,Customer Cancelled
ORD00673,2026-02-11,2026-02-11 18:32:00,C0578,Restaurant_19,Mohali,Phase 3B2,2,240,50.0,60,250,Cash,Website,Failed,Not Assigned,Not Assigned,5.0,40,,,,Customer Cancelled
ORD00488,2026-03-24,2026-03-24 06:24:00,C0030,Restaurant_10,Panchkula,Sector 11,4,720,0.0,40,760,UPI,Website,Failed,Not Assigned,Not Assigned,7.1,45,,,,Payment Failed
ORD00830,2026-05-22,2026-05-22 09:40:00,C0966,Restaurant_13,Panchkula,Sector 8,4,480,0.0,50,530,Cash,Restaurant App,Delivered,In-house Rider,RD093,2.5,50,18.0,True,4.0,
ORD01871,2026-06-20,2026-06-20 10:49:00,C0147,Restaurant_09,Mohali,Phase 3B2,2,240,50.0,40,230,Debit Card,Restaurant App,Cancelled,Not Assigned,Not Assigned,5.8,50,,,,Customer Cancelled
ORD00300,2026-02-10,2026-02-10 22:31:00,C0644,Restaurant_02,Panchkula,Sector 5,2,240,75.0,20,185,Credit Card,Restaurant App,Delivered,Shiprocket,RD012,2.8,30,20.0,True,3.0,
ORD02503,2026-04-14,2026-04-14 20:15:00,C0715,Restaurant_22,Mohali,Phase 7,2,360,0.0,30,390,Wallet,Restaurant App,Delivered,In-house Rider,RD129,3.8,50,33.0,True,4.0,
ORD02904,2026-03-24,2026-03-24 01:15:00,C0393,Restaurant_04,Chandigarh,Sector 17,5,1600,50.0,60,1610,Wallet,Restaurant App,Delivered,Ola Logistics,RD126,2.9,30,28.0,True,5.0,
ORD01935,2026-04-03,2026-04-03 11:52:00,C0384,Restaurant_15,Chandigarh,Sector 34,5,750,0.0,30,780,UPI,Restaurant App,Failed,Not Assigned,Not Assigned,7.3,30,,,,Customer Cancelled
ORD00940,2026-03-19,2026-03-19 20:14:00,C1153,Restaurant_17,Panchkula,Sector 8,3,1050,0.0,30,1080,Cash,Restaurant App,Delivered,Ola Logistics,RD078,5.7,30,19.0,True,5.0,
ORD03488,2026-04-15,2026-04-15 07:28:00,C0620,Restaurant_01,Panchkula,Sector 15,2,240,0.0,30,270,Wallet,Restaurant App,Delivered,In-house Rider,RD085,3.6,30,38.0,False,5.0,
ORD03564,2026-01-26,2026-01-26 20:53:00,C1023,Restaurant_24,Panchkula,Sector 15,2,640,20.0,20,640,Wallet,Website,Cancelled,Not Assigned,Not Assigned,6.8,30,,,,Customer Cancelled
ORD00428,2026-06-06,2026-06-06 06:42:00,C1057,Restaurant_25,Panchkula,Sector 5,1,320,0.0,60,380,Wallet,Website,Delivered,In-house Rider,RD083,3.7,30,25.0,True,4.0,
ORD03739,2026-04-21,2026-04-21 21:49:00,C0461,Restaurant_11,Panchkula,Sector 11,3,540,50.0,25,515,Debit Card,Restaurant App,Delivered,Shadowfax,RD087,4.7,35,40.0,False,5.0,
ORD02806,2026-05-20,2026-05-20 16:44:00,C0744,Restaurant_25,Panchkula,Sector 5,3,540,30.0,40,550,Cash,Restaurant App,Delivered,In-house Rider,RD100,6.1,30,28.0,True,5.0,
ORD03058,2026-03-27,2026-03-27 09:12:00,C0172,Restaurant_22,Mohali,Phase 3B2,4,1280,50.0,50,1280,Cash,Restaurant App,Delivered,Shiprocket,RD078,2.7,40,32.0,True,5.0,
ORD02515,2026-05-25,2026-05-25 14:51:00,C0311,Restaurant_09,Chandigarh,Sector 35,3,360,50.0,50,360,Debit Card,Restaurant App,Delivered,Ola Logistics,RD002,4.8,35,28.0,True,4.0,
ORD02981,2026-04-04,2026-04-04 03:55:00,C0159,Restaurant_20,Chandigarh,Sector 17,3,1050,30.0,25,1045,Debit Card,Restaurant App,Delivered,Shadowfax,RD008,4.1,35,33.0,True,5.0,
ORD00107,2026-06-06,2026-06-06 06:31:00,C0077,Restaurant_02,Chandigarh,Sector 17,4,1120,20.0,60,1160,UPI,Website,Delivered,Ola Logistics,RD145,3.8,45,20.0,True,4.0,
ORD00607,2026-05-03,2026-05-03 10:22:00,C0111,Restaurant_14,Panchkula,Sector 5,5,600,0.0,60,660,Debit Card,Restaurant App,Failed,Not Assigned,Not Assigned,3.9,30,,,,Address Issue
ORD02233,2026-03-05,2026-03-05 17:40:00,C0931,Restaurant_19,Mohali,Phase 7,1,120,0.0,60,180,UPI,Restaurant App,Cancelled,Not Assigned,Not Assigned,0.1,35,,,,Payment Failed
ORD01222,2026-04-18,2026-04-18 11:55:00,C0967,Restaurant_09,Mohali,Phase 3B2,4,1400,50.0,40,1390,UPI,Restaurant App,Cancelled,Not Assigned,Not Assigned,4.0,30,,,,Customer Cancelled
ORD01028,2026-06-23,2026-06-23 08:45:00,C1113,Restaurant_22,Mohali,Phase 7,5,1100,75.0,40,1065,Cash,Restaurant App,Delivered,In-house Rider,RD055,3.5,30,31.0,False,5.0,
ORD00862,2026-05-24,2026-05-24 10:37:00,C0044,Restaurant_11,Panchkula,Sector 8,3,1050,0.0,50,1100,Cash,Restaurant App,Delivered,In-house Rider,RD094,7.2,45,38.0,True,4.0,
ORD01302,2026-02-02,2026-02-02 14:43:00,C0241,Restaurant_10,Panchkula,Sector 11,2,640,0.0,25,665,Wallet,Restaurant App,Delivered,In-house Rider,RD005,6.5,50,35.0,True,5.0,
ORD00079,2026-03-22,2026-03-22 05:18:00,C0351,Restaurant_10,Chandigarh,Sector 35,2,640,100.0,25,565,Debit Card,Website,Delivered,In-house Rider,RD129,3.3,35,26.0,True,4.0,
ORD00032,2026-06-20,2026-06-20 04:19:00,C0129,Restaurant_15,Panchkula,Sector 8,2,700,0.0,40,740,Wallet,Restaurant App,Delivered,In-house Rider,RD040,2.2,30,15.0,True,5.0,
ORD03290,2026-06-24,2026-06-24 20:43:00,C0386,Restaurant_04,Chandigarh,Sector 17,1,150,0.0,40,190,Wallet,Restaurant App,Delivered,In-house Rider,RD092,3.1,50,27.0,True,3.0,
ORD03025,2026-02-27,2026-02-27 14:16:00,C0230,Restaurant_12,Mohali,Phase 3B2,2,640,0.0,40,680,Debit Card,Restaurant App,Delivered,In-house Rider,RD066,5.7,30,37.0,False,5.0,
ORD02391,2026-05-27,2026-05-27 15:27:00,C0606,Restaurant_15,Chandigarh,Sector 34,3,540,20.0,20,540,UPI,Website,Delivered,Shiprocket,RD039,6.0,35,37.0,False,5.0,
ORD02081,2026-01-08,2026-01-08 02:21:00,C0335,Restaurant_15,Chandigarh,Manimajra,1,150,0.0,25,175,Debit Card,Website,Delivered,Shadowfax,RD043,4.2,40,31.0,True,5.0,
ORD03486,2026-06-16,2026-06-16 23:52:00,C0263,Restaurant_15,Chandigarh,Sector 35,2,700,100.0,30,630,Debit Card,Website,Delivered,In-house Rider,RD149,5.5,40,41.0,False,5.0,
ORD02907,2026-01-23,2026-01-23 23:01:00,C0717,Restaurant_09,Chandigarh,Sector 17,3,360,50.0,50,360,Wallet,Website,Delivered,Ola Logistics,RD025,4.8,40,28.0,True,5.0,
ORD01047,2026-01-11,2026-01-11 12:43:00,C1004,Restaurant_17,Mohali,Sector 68,4,880,75.0,50,855,Debit Card,Restaurant App,Delivered,Shadowfax,RD086,3.3,40,22.0,True,5.0,
ORD01735,2026-04-23,2026-04-23 19:07:00,C0577,Restaurant_22,Panchkula,Sector 15,1,120,0.0,25,145,UPI,Restaurant App,Delivered,In-house Rider,RD044,7.9,50,46.0,True,5.0,
ORD00390,2026-05-26,2026-05-26 03:40:00,C1190,Restaurant_04,Panchkula,Sector 8,4,1000,0.0,50,1050,Debit Card,Website,Delivered,In-house Rider,RD126,6.7,50,90.0,False,5.0,
ORD03678,2026-06-02,2026-06-02 07:32:00,C0959,Restaurant_18,Mohali,Phase 7,5,750,75.0,50,725,Debit Card,Restaurant App,Delivered,Shadowfax,RD103,6.1,50,28.0,True,5.0,
ORD03502,2026-06-14,2026-06-14 09:08:00,C0541,Restaurant_18,Mohali,Phase 3B2,4,880,0.0,50,930,Cash,Website,Delivered,Shadowfax,RD087,4.7,40,21.0,True,5.0,
ORD00045,2026-03-18,2026-03-18 16:25:00,C0420,Restaurant_10,Panchkula,Sector 11,3,450,50.0,50,450,Debit Card,Website,Delivered,In-house Rider,RD007,0.8,50,23.0,True,4.0,
ORD00723,2026-01-10,2026-01-10 02:51:00,C0504,Restaurant_03,Chandigarh,Sector 34,3,840,0.0,40,880,Credit Card,Website,Delivered,In-house Rider,RD111,8.1,50,34.0,True,5.0,
ORD03800,2026-03-07,2026-03-07 06:42:00,C0129,Restaurant_19,Panchkula,Sector 5,5,750,30.0,20,740,Credit Card,Restaurant App,Delivered,Ola Logistics,RD133,7.4,30,50.0,False,4.0,
ORD01142,2026-04-23,2026-04-23 20:45:00,C0243,Restaurant_01,Panchkula,Sector 8,5,1100,75.0,25,1050,Wallet,Restaurant App,Delivered,In-house Rider,RD067,3.2,50,22.0,True,5.0,
ORD02627,2026-03-17,2026-03-17 19:52:00,C0077,Restaurant_13,Chandigarh,Sector 35,2,300,30.0,25,295,Wallet,Website,Delivered,Ola Logistics,RD019,8.0,50,32.0,True,5.0,
ORD03911,2026-04-21,2026-04-21 06:27:00,C0793,Restaurant_01,Chandigarh,Manimajra,2,640,20.0,30,650,Cash,Restaurant App,Delivered,In-house Rider,RD099,5.0,35,33.0,True,4.0,
ORD02454,2026-04-04,2026-04-04 22:56:00,C0974,Restaurant_18,Chandigarh,Sector 34,5,1750,75.0,30,1705,Credit Card,Restaurant App,Cancelled,Not Assigned,Not Assigned,1.1,45,,,,Rider Unavailable
ORD00708,2026-03-18,2026-03-18 19:58:00,C0312,Restaurant_25,Mohali,Phase 7,5,900,50.0,30,880,UPI,Restaurant App,Failed,Not Assigned,Not Assigned,7.8,30,,,,Customer Cancelled
ORD00811,2026-04-25,2026-04-25 08:33:00,C1010,Restaurant_13,Mohali,Phase 5,3,450,0.0,20,470,Wallet,Website,Delivered,In-house Rider,RD057,3.7,30,24.0,True,5.0,
ORD03474,2026-01-09,2026-01-09 12:53:00,C0762,Restaurant_01,Mohali,Phase 3B2,5,750,0.0,50,800,UPI,Website,Delivered,Shadowfax,RD075,0.8,50,13.0,True,5.0,
ORD02316,2026-05-26,2026-05-26 15:22:00,C0620,Restaurant_05,Chandigarh,Sector 34,1,250,0.0,30,280,Credit Card,Website,Delivered,Shiprocket,RD106,6.0,35,32.0,True,5.0,
ORD00147,2026-01-12,2026-01-12 20:23:00,C0257,Restaurant_25,Mohali,Phase 5,1,400,50.0,20,370,Cash,Website,Delivered,In-house Rider,RD105,6.3,45,34.0,True,4.0,
ORD03590,2026-01-23,2026-01-23 05:02:00,C0887,Restaurant_13,Panchkula,Sector 15,1,150,0.0,20,170,Wallet,Website,Delivered,In-house Rider,RD150,6.7,35,43.0,False,5.0,
ORD01627,2026-02-07,2026-02-07 05:07:00,C0170,Restaurant_01,Panchkula,Sector 5,4,880,100.0,30,810,Cash,Website,Delivered,In-house Rider,RD044,0.8,50,18.0,True,5.0,
ORD02785,2026-03-12,2026-03-12 20:11:00,C0446,Restaurant_17,Mohali,Phase 7,2,300,0.0,25,325,Credit Card,Restaurant App,Delivered,In-house Rider,RD008,7.2,30,43.0,False,4.0,
ORD02833,2026-02-20,2026-02-20 05:40:00,C0197,Restaurant_11,Panchkula,Sector 5,1,250,100.0,30,180,Credit Card,Website,Failed,Not Assigned,Not Assigned,2.2,40,,,,Customer Cancelled
ORD02758,2026-05-09,2026-05-09 05:58:00,C0985,Restaurant_15,Chandigarh,Sector 35,4,1000,0.0,60,1060,Debit Card,Restaurant App,Failed,Not Assigned,Not Assigned,1.5,50,,,,Payment Failed
ORD03856,2026-02-21,2026-02-21 07:39:00,C0875,Restaurant_24,Panchkula,Sector 5,1,280,30.0,30,280,Wallet,Restaurant App,Delivered,In-house Rider,RD051,7.9,50,41.0,True,4.0,
ORD01066,2026-04-25,2026-04-25 11:14:00,C0380,Restaurant_04,Panchkula,Sector 15,5,750,0.0,60,810,UPI,Restaurant App,Delivered,In-house Rider,RD079,4.3,35,23.0,True,5.0,
ORD02277,2026-06-04,2026-06-04 05:11:00,C0429,Restaurant_24,Mohali,Sector 68,5,1100,75.0,50,1075,Cash,Restaurant App,Delivered,In-house Rider,RD042,4.7,35,33.0,True,5.0,
ORD03002,2026-01-04,2026-01-04 02:25:00,C0768,Restaurant_21,Chandigarh,Manimajra,4,880,50.0,50,880,Credit Card,Restaurant App,Delivered,Ola Logistics,RD022,7.5,35,32.0,True,5.0,
ORD02750,2026-05-15,2026-05-15 03:56:00,C0812,Restaurant_17,Panchkula,Sector 5,4,880,75.0,60,865,Wallet,Website,Delivered,In-house Rider,RD083,3.8,40,35.0,True,5.0,
ORD00851,2026-06-17,2026-06-17 18:28:00,C1157,Restaurant_18,Mohali,Phase 5,5,1250,75.0,30,1205,Cash,Website,Delivered,In-house Rider,RD146,5.6,40,25.0,True,4.0,
ORD01297,2026-01-12,2026-01-12 07:15:00,C0920,Restaurant_09,Panchkula,Sector 15,5,1100,0.0,60,1160,Credit Card,Restaurant App,Delivered,In-house Rider,RD015,4.7,35,21.0,True,4.0,
ORD02871,2026-06-03,2026-06-03 10:57:00,C0138,Restaurant_17,Chandigarh,Manimajra,5,1400,0.0,30,1430,UPI,Website,Delivered,In-house Rider,RD018,4.6,50,30.0,True,5.0,
ORD01993,2026-03-21,2026-03-21 04:58:00,C0731,Restaurant_21,Mohali,Phase 3B2,1,350,0.0,25,375,Wallet,Restaurant App,Delivered,Shadowfax,RD108,4.6,50,27.0,True,4.0,
ORD01036,2026-04-17,2026-04-17 21:34:00,C0982,Restaurant_12,Mohali,Sector 68,4,720,0.0,60,780,UPI,Restaurant App,Delivered,In-house Rider,RD090,0.8,30,18.0,True,5.0,
ORD02266,2026-05-10,2026-05-10 11:57:00,C0292,Restaurant_08,Mohali,Phase 5,1,120,0.0,25,145,Wallet,Website,Delivered,In-house Rider,RD080,6.3,50,34.0,True,3.0,
ORD02723,2026-01-30,2026-01-30 13:37:00,C0779,Restaurant_06,Chandigarh,Sector 17,2,560,0.0,50,610,Debit Card,Restaurant App,Cancelled,Not Assigned,Not Assigned,6.0,40,,,,Customer Cancelled
ORD00466,2026-03-30,2026-03-30 15:27:00,C0704,Restaurant_03,Panchkula,Sector 5,1,350,50.0,40,340,UPI,Website,Failed,Not Assigned,Not Assigned,5.7,50,,,,Payment Failed
ORD03455,2026-04-21,2026-04-21 06:33:00,C0390,Restaurant_12,Mohali,Phase 7,4,1000,75.0,30,955,Debit Card,Website,Cancelled,Not Assigned,Not Assigned,6.2,35,,,,Rider Unavailable
ORD02064,2026-01-11,2026-01-11 05:24:00,C0064,Restaurant_03,Mohali,Phase 7,5,1750,50.0,40,1740,Wallet,Website,Delivered,Shiprocket,RD010,9.5,50,43.0,True,4.0,
ORD01732,2026-04-12,2026-04-12 08:57:00,C0498,Restaurant_13,Chandigarh,Sector 17,2,560,75.0,60,545,Cash,Website,Delivered,In-house Rider,RD036,5.2,30,34.0,False,5.0,
ORD02000,2026-04-29,2026-04-29 01:02:00,C0680,Restaurant_14,Mohali,Phase 5,5,600,20.0,40,620,Cash,Website,Delivered,In-house Rider,RD067,2.3,45,24.0,True,5.0,
ORD01975,2026-03-01,2026-03-01 05:47:00,C1140,Restaurant_20,Mohali,Phase 5,3,540,0.0,60,600,UPI,Website,Delivered,In-house Rider,RD044,5.9,30,33.0,False,4.0,
ORD02483,2026-06-07,2026-06-07 22:41:00,C0569,Restaurant_21,Panchkula,Sector 15,2,500,20.0,30,510,Wallet,Restaurant App,Delivered,In-house Rider,RD012,5.0,50,30.0,True,5.0,
ORD01067,2026-05-27,2026-05-27 03:26:00,C0895,Restaurant_12,Panchkula,Sector 5,1,280,30.0,20,270,Credit Card,Website,Delivered,Shadowfax,RD066,5.1,30,34.0,False,5.0,
ORD00528,2026-02-25,2026-02-25 11:12:00,C0069,Restaurant_15,Panchkula,Sector 5,3,960,,40,1000,Credit Card,Restaurant App,Delivered,Shadowfax,RD071,,45,36.0,True,,
ORD02007,2026-01-22,2026-01-22 20:31:00,C0148,Restaurant_15,Panchkula,Sector 11,5,1250,75.0,50,1225,Credit Card,Restaurant App,Delivered,Shadowfax,RD048,5.5,40,44.0,False,2.0,
ORD03309,2026-02-27,2026-02-27 23:04:00,C0482,Restaurant_23,Mohali,Sector 68,1,250,0.0,50,300,Debit Card,Restaurant App,Delivered,Shadowfax,RD027,5.5,50,31.0,True,5.0,
ORD01321,2026-02-11,2026-02-11 09:58:00,C0748,Restaurant_22,Mohali,Phase 5,5,2000,0.0,30,2030,UPI,Website,Delivered,Shadowfax,RD063,5.3,30,33.0,False,3.0,
ORD01595,2026-04-07,2026-04-07 03:32:00,C0461,Restaurant_23,Panchkula,Sector 5,1,120,75.0,30,80,UPI,Website,Delivered,Ola Logistics,RD001,1.5,50,13.0,True,4.0,
ORD01706,2026-06-23,2026-06-23 07:16:00,C0593,Restaurant_09,Chandigarh,Sector 34,2,800,20.0,60,840,Cash,Website,Failed,Not Assigned,Not Assigned,7.2,30,,,,Customer Cancelled
ORD03453,2026-05-10,2026-05-10 00:47:00,C0726,Restaurant_20,Mohali,Sector 68,4,1400,0.0,60,1460,UPI,Website,Delivered,In-house Rider,RD004,4.9,50,33.0,True,2.0,
ORD03156,2026-03-21,2026-03-21 05:19:00,C0028,Restaurant_05,Panchkula,Sector 8,5,1250,30.0,20,1240,Wallet,Website,Cancelled,Not Assigned,Not Assigned,7.0,30,,,,Restaurant Delay
ORD02687,2026-05-25,2026-05-25 16:15:00,C0555,Restaurant_23,Mohali,Phase 3B2,5,1400,75.0,50,1375,Cash,Website,Cancelled,Not Assigned,Not Assigned,5.4,30,,,,Address Issue
ORD01420,2026-03-28,2026-03-28 04:05:00,C1155,Restaurant_02,Mohali,Sector 68,4,1120,100.0,50,1070,UPI,Website,Delivered,Ola Logistics,RD024,4.8,35,41.0,False,4.0,
